PWSID,System_Name,System_Type,County,Population_Served,Uses_SW_Purchased,Uses_SW_Produced,Uses_SW,Uses_GW,Dominant_Source
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,C,ALAMEDA  ,524,NO,YES,YES,NO,surface water
CA0105010,EBRPD - DEL VALLE REGIONAL PARK,NC,ALAMEDA  ,9024,NO,YES,YES,NO,surface water
CA0110005,EAST BAY MUD,C,ALAMEDA  ,1430200,NO,YES,YES,NO,surface water
CA0110010,ZONE 7 WATER AGENCY,C,ALAMEDA  ,40,NO,YES,YES,YES,surface water
CA0110650,USBR-SLDMWA - CVP JONES PUMPING PLANT,NTNC,ALAMEDA  ,90,NO,YES,YES,NO,surface water
CA0202504,MARKLEEVILLE WATER CO.,C,ALPINE  ,25,MAYBE,YES,YES,YES,surface water dominant
CA0210001,LAKE ALPINE WATER COMPANY,C,ALPINE  ,625,NO,YES,YES,NO,surface water
CA0210300,CA STATE PARKS - GROVER HOT SPRINGS,NC,ALPINE  ,1006,NO,YES,YES,NO,surface water
CA0300016,VOLCANO COMMUNITY SERVICE DIST,C,AMADOR  ,103,NO,YES,YES,YES,surface water
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,C,AMADOR  ,3553,NO,YES,YES,NO,surface water
CA0300073,AWA - TIGER CREEK POWERHOUSE,NTNC,AMADOR  ,32,NO,YES,YES,NO,surface water
CA0301038,PARDEE RECREATION AREA,NTNC,AMADOR  ,440,NO,YES,YES,NO,surface water
CA0310002,"AWA, IONE",C,AMADOR  ,7227,NO,YES,YES,NO,surface water
CA0310003,"AWA, TANNER",C,AMADOR  ,4940,NO,YES,YES,NO,surface water
CA0310012,AWA BUCKHORN PLANT,C,AMADOR  ,8791,NO,YES,YES,NO,surface water
CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,C,BUTTE  ,868,MAYBE,YES,YES,YES,balanced portfolio
CA0410006,SOUTH FEATHER W&P - MINERS RANCH,C,BUTTE  ,22727,NO,YES,YES,NO,surface water
CA0410007,PARADISE IRRIGATION DISTRICT,C,BUTTE  ,6518,NO,YES,YES,NO,surface water
CA0410008,THERMALITO WATER & SEWER DIST,C,BUTTE  ,12136,NO,YES,YES,YES,surface water
CA0410012,SOUTH FEATHER W&P - BANGOR,C,BUTTE  ,76,NO,YES,YES,NO,surface water
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,C,BUTTE  ,518,NO,YES,YES,NO,surface water
CA0500027,LILI VALLEY WATER CO.,C,CALAVERAS  ,99,NO,YES,YES,YES,groundwater
CA0500053,PARDEE CENTER,NTNC,CALAVERAS  ,55,NO,YES,YES,NO,surface water
CA0510001,UNION PUBLIC UTILITY DISTRICT,C,CALAVERAS  ,4774,NO,YES,YES,NO,surface water
CA0510002,CALAVERAS PUD,C,CALAVERAS  ,6286,NO,YES,YES,NO,surface water
CA0510003,"ANGELS, CITY OF",C,CALAVERAS  ,3836,NO,YES,YES,NO,surface water
CA0510004,CCWD - SHEEP RANCH,C,CALAVERAS  ,89,NO,YES,YES,NO,surface water
CA0510005,CCWD - WEST POINT,C,CALAVERAS  ,1043,NO,YES,YES,NO,surface water
CA0510006,CCWD - JENNY LIND,C,CALAVERAS  ,9861,NO,YES,YES,NO,surface water
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,C,CALAVERAS  ,666,NO,YES,YES,NO,surface water
CA0510016,CCWD - EBBETTS PASS,C,CALAVERAS  ,11545,NO,YES,YES,NO,surface water
CA0510017,CCWD - COPPER COVE,C,CALAVERAS  ,5187,NO,YES,YES,NO,surface water
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,C,COLUSA  ,246,NO,YES,YES,YES,surface water
CA0701706,LOS VAQUEROS MARINA BLDG,NC,CONTRA COSTA  ,180,NO,YES,YES,NO,surface water
CA0701707,LOS VAQUEROS INTERPRETIVE CENTER,NC,CONTRA COSTA  ,25,NO,YES,YES,NO,surface water
CA0710001,CITY OF ANTIOCH,C,CONTRA COSTA  ,115074,MAYBE,YES,YES,MAYBE,surface water dominant
CA0710003,CONTRA COSTA WATER DISTRICT,C,CONTRA COSTA  ,198000,MAYBE,YES,YES,MAYBE,purchased water dominant
CA0710004,BRENTWOOD,C,CONTRA COSTA  ,64342,YES,YES,YES,YES,surface water
CA0710006,CITY OF MARTINEZ,C,CONTRA COSTA  ,28518,NO,YES,YES,NO,surface water
CA0710008,CITY OF PITTSBURG,C,CONTRA COSTA  ,62500,NO,YES,YES,YES,surface water
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,C,CONTRA COSTA  ,1,YES,YES,YES,NO,surface water
CA0710011,CCWD/BRENTWOOD WTP,C,CONTRA COSTA  ,1,NO,YES,YES,NO,surface water
CA0710800,DWR DELTA FIELD DIVISION - BANKS PP,NTNC,CONTRA COSTA  ,180,NO,YES,YES,NO,surface water
CA0800555,GASQUET C.S.D.,C,DEL NORTE  ,785,NO,YES,YES,NO,surface water
CA0900120,SCIOTS TRACT WATER SYSTEM,NC,EL DORADO  ,223,NO,YES,YES,NO,surface water
CA0900300,KYBURZ MUTUAL WATER COMPANY,C,EL DORADO  ,150,NO,YES,YES,NO,surface water
CA0900307,OLSON TRACT WATER ASSOCIATION,NC,EL DORADO  ,25,NO,YES,YES,NO,surface water
CA0900507,STANFORD SIERRA CAMP,NC,EL DORADO  ,295,NO,YES,YES,NO,surface water
CA0900516,CAMP SACRAMENTO,NC,EL DORADO  ,250,NO,YES,YES,NO,surface water
CA0900641,FALLEN LEAF MUTUAL WATER CO,NC,EL DORADO  ,461,NO,YES,YES,NO,surface water
CA0900650,ECHO LAKE CAMP,NC,EL DORADO  ,120,NO,YES,YES,YES,surface water
CA0901217,BEAR STATE WATER WORKS,C,EL DORADO  ,100,NO,YES,YES,YES,surface water
CA0910001,EL DORADO ID - MAIN,C,EL DORADO  ,131527,NO,YES,YES,NO,surface water
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,C,EL DORADO  ,1093,NO,YES,YES,NO,surface water
CA0910013,GEORGETOWN DIVIDE PUD,C,EL DORADO  ,9409,NO,YES,YES,NO,surface water
CA0910017,EL DORADO ID - STRAWBERRY,C,EL DORADO  ,400,NO,YES,YES,NO,surface water
CA0910018,EL DORADO ID - OUTINGDALE,C,EL DORADO  ,535,NO,YES,YES,NO,surface water
CA0910019,LAKESIDE PARK ASSOCIATION,C,EL DORADO  ,2648,NO,YES,YES,YES,surface water
CA0910301,CA STATE PARKS - D.L. BLISS,NC,EL DORADO  ,1005,NO,YES,YES,NO,surface water
CA0910302,"CA STATE PARKS - EMERALD BAY, VIKINGSHOL",NC,EL DORADO  ,1002,NO,YES,YES,NO,surface water
CA0910303,"CA STATE PARKS - EMERALD BAY, EAGLE POIN",NC,EL DORADO  ,1000,NO,YES,YES,NO,surface water
CA0910305,"CA STATE PARKS - EMERALD BAY, BOAT CAMPG",NC,EL DORADO  ,1001,NO,YES,YES,NO,surface water
CA1000003,BEAR CREEK WATER IMPROVEMENT,NC,FRESNO  ,100,NO,YES,YES,NO,surface water
CA1000010,CAMP SIERRA,NC,FRESNO  ,250,NO,YES,YES,NO,surface water
CA1000017,DOWVILLE TRACT ASSOCIATION,NC,FRESNO  ,150,NO,YES,YES,NO,surface water
CA1000019,FCSA #30/EL PORVENIR,C,FRESNO  ,241,NO,YES,YES,NO,surface water
CA1000137,USFS/DINKEY CREEK CAMPGROUND,NC,FRESNO  ,1400,NO,YES,YES,NO,surface water
CA1000177,I-5 AND PANOCHE DEVELOPMENT,NTNC,FRESNO  ,85,NO,YES,YES,NO,surface water
CA1000178,I-5 AND HWY 198 REST AREA,NTNC,FRESNO  ,225,NO,YES,YES,NO,surface water
CA1000213,HARRIS FARMS/HORSE BARN,C,FRESNO  ,98,NO,YES,YES,NO,surface water
CA1000214,HARRIS RANCH RESTAURANT,NTNC,FRESNO  ,1750,NO,YES,YES,NO,surface water
CA1000345,PANOCHE WATER DISTRICT,C,FRESNO  ,146,NO,YES,YES,NO,surface water
CA1000359,FCSA #32/CANTUA CREEK,C,FRESNO  ,462,NO,YES,YES,NO,surface water
CA1000361,WESTLANDS WATER DISTRICT,NTNC,FRESNO  ,48,NO,YES,YES,NO,surface water
CA1000484,FCSA #34/ MILLERTON NEW TOWN,C,FRESNO  ,876,NO,YES,YES,NO,surface water
CA1000546,FCSA #49/ FIVE POINTS,C,FRESNO  ,440,NO,YES,YES,NO,surface water
CA1000564,WONDERFUL PISTACHIOS & ALMONDS-EL DORADO,NTNC,FRESNO  ,25,NO,YES,YES,NO,surface water
CA1000588,#N/A,#N/A,#N/A,#N/A,NO,YES,YES,NO,surface water
CA1000596,#N/A,#N/A,#N/A,#N/A,NO,YES,YES,NO,surface water
CA1000607,GOLD LEAF FARMING LLC,NTNC,FRESNO  ,64,NO,YES,YES,NO,surface water
CA1000645,"GRANVILLE FARMS, LLC",NTNC,FRESNO  ,27,NO,YES,YES,NO,surface water
CA1009023,BRITZ/COLUSA,C,FRESNO  ,85,NO,YES,YES,NO,surface water
CA1009027,HARRIS FARMS HEADQUARTERS,C,FRESNO  ,140,NO,YES,YES,NO,surface water
CA1009028,HARRIS FARMS SOUTH #101-144,C,FRESNO  ,182,NO,YES,YES,NO,surface water
CA1009039,PAPPAS & CO (MENDOTA),C,FRESNO  ,27,NO,YES,YES,NO,surface water
CA1009078,HARRIS FEEDING COMPANY,C,FRESNO  ,222,NO,YES,YES,NO,surface water
CA1009111,SCE/BIG CREEK POWERHOUSE #1,C,FRESNO  ,126,NO,YES,YES,NO,surface water
CA1009129,PG&E BALCH CAMP,NC,FRESNO  ,56,NO,YES,YES,NO,surface water
CA1009147,#N/A,#N/A,#N/A,#N/A,NO,YES,YES,NO,surface water
CA1009179,BRITZ/FIVE POINT SYSTEM,C,FRESNO  ,76,NO,YES,YES,NO,surface water
CA1009214,WESTSIDE HARVESTING,C,FRESNO  ,72,NO,YES,YES,NO,surface water
CA1009222,TERRA LINDA FARMS,C,FRESNO  ,80,NO,YES,YES,NO,surface water
CA1009232,"CC FARMS, LLC.",C,FRESNO  ,82,NO,YES,YES,NO,surface water
CA1010003,CITY OF CLOVIS,C,FRESNO  ,125722,NO,YES,YES,YES,groundwater
CA1010004,COALINGA-CITY,C,FRESNO  ,17277,NO,YES,YES,NO,surface water
CA1010007,CITY OF FRESNO,C,FRESNO  ,545466,NO,YES,YES,YES,surface water
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",C,FRESNO  ,2427,NO,YES,YES,NO,surface water
CA1010023,CITY OF ORANGE COVE,C,FRESNO  ,9780,NO,YES,YES,NO,surface water
CA1010044,"HURON, CITY OF",C,FRESNO  ,9306,NO,YES,YES,NO,surface water
CA1010051,FCWWD #18/FRIANT,C,FRESNO  ,772,NO,YES,YES,NO,surface water
CA1010500,NPS-SHEEP CREEK,NC,FRESNO  ,2900,NO,YES,YES,YES,surface water
CA1100616,ELK CREEK COMMUNITY S.D.,C,GLENN  ,159,NO,YES,YES,NO,surface water
CA1200501,ALDERPOINT COUNTY WATER,C,HUMBOLDT  ,219,NO,YES,YES,NO,surface water
CA1200522,WHITETHORN ELEMENTARY SCHOOL,NTNC,HUMBOLDT  ,42,NO,YES,YES,NO,surface water
CA1200541,PHILLIPSVILLE C.S.D.,C,HUMBOLDT  ,300,NO,YES,YES,YES,surface water
CA1200544,REDCREST WATER WORKS,C,HUMBOLDT  ,116,NO,YES,YES,NO,surface water
CA1200553,WEOTT C.S.D.,C,HUMBOLDT  ,456,NO,YES,YES,NO,surface water
CA1200566,ORLEANS MUTUAL WATER COMPANY,C,HUMBOLDT  ,85,NO,YES,YES,NO,surface water
CA1200587,BRICELAND C.S.D.,C,HUMBOLDT  ,75,NO,YES,YES,NO,surface water
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,C,HUMBOLDT  ,60,NO,YES,YES,NO,surface water
CA1200600,BOISE CREEK CG-SNRF,NC,HUMBOLDT  ,25,NO,YES,YES,NO,surface water
CA1200643,BEACH CREEK MOBILE HOME PARK,C,HUMBOLDT  ,67,NO,YES,YES,NO,surface water
CA1200648,FERNBRIDGE CAFE,NC,HUMBOLDT  ,85,NO,YES,YES,NO,surface water
CA1200671,BENBOW-DEL ORO W.C.,C,HUMBOLDT  ,399,NO,YES,YES,NO,surface water
CA1200704,AZALEA GLEN,NC,HUMBOLDT  ,65,NO,YES,YES,NO,surface water
CA1200706,TRINIDAD EXTENDED STAY RV,C,HUMBOLDT  ,130,MAYBE,YES,YES,MAYBE,surface water dominant
CA1200729,ORLEANS C.S.D.,C,HUMBOLDT  ,636,NO,YES,YES,NO,surface water
CA1200733,FISH LAKE CG - SRNF,NC,HUMBOLDT  ,130,NO,YES,YES,NO,surface water
CA1200772,OCEAN GROVE LODGE,NC,HUMBOLDT  ,53,NO,YES,YES,NO,surface water
CA1200831,LARRUPIN CAFE,NC,HUMBOLDT  ,247,NO,YES,YES,NO,surface water
CA1206002,PALOMINO ESTATES WATER COMPANY,C,HUMBOLDT  ,64,NO,YES,YES,NO,surface water
CA1206012,WHITETHORN CONSTRUCTION,NTNC,HUMBOLDT  ,45,NO,YES,YES,NO,surface water
CA1210007,DEL ORO WATER CO-FERNDALE,C,HUMBOLDT  ,2574,NO,YES,YES,YES,surface water
CA1210008,GARBERVILLE SANITARY DISTRICT,C,HUMBOLDT  ,913,NO,YES,YES,YES,surface water
CA1210010,SCOTIA CSD,C,HUMBOLDT  ,906,NO,YES,YES,NO,surface water
CA1210011,REDWAY C.S.D.,C,HUMBOLDT  ,1207,NO,YES,YES,NO,surface water
CA1210012,"RIO DELL, CITY OF",C,HUMBOLDT  ,3300,NO,YES,YES,YES,surface water
CA1210015,WILLOW CREEK C.S.D.,C,HUMBOLDT  ,1298,NO,YES,YES,NO,surface water
CA1210018,"TRINIDAD, CITY OF",C,HUMBOLDT  ,1072,NO,YES,YES,NO,surface water
CA1210022,RESORT IMPROVEMENT DISTRICT #1,C,HUMBOLDT  ,803,NO,YES,YES,YES,surface water
CA1210024,WESTHAVEN C.S.D.,C,HUMBOLDT  ,490,NO,YES,YES,YES,surface water
CA1210307,RICHARDSON GROVE SP-STATE PARKS,NC,HUMBOLDT  ,1509,NO,YES,YES,NO,surface water
CA1210308,GRIZZLY CREEK SP-STATE PARKS,NC,HUMBOLDT  ,153,NO,YES,YES,NO,surface water
CA1210312,FOUNDERS GROVE-STATE PARKS,NC,HUMBOLDT  ,200,NO,YES,YES,NO,surface water
CA1210319,SUE-MEG SP-STATE PARKS,NC,HUMBOLDT  ,1000,NO,YES,YES,YES,groundwater
CA1210320,GOLD BLUFFS BEACH CG-STATE PARKS,NC,HUMBOLDT  ,998,NO,YES,YES,NO,surface water
CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,NTNC,HUMBOLDT  ,180,NO,YES,YES,NO,surface water
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,NTNC,HUMBOLDT  ,80,NO,YES,YES,NO,surface water
CA1300018,GATEWAY,C,IMPERIAL  ,1800,NO,YES,YES,NO,surface water
CA1300549,IMPERIAL VALLEY COLLEGE,NTNC,IMPERIAL  ,15826,NO,YES,YES,NO,surface water
CA1300550,COUNTRY LIFE MH & RV PARK,C,IMPERIAL  ,600,NO,YES,YES,NO,surface water
CA1300553,MAGNOLIA UNION SCHOOL,NTNC,IMPERIAL  ,142,NO,YES,YES,NO,surface water
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,NTNC,IMPERIAL  ,550,NO,YES,YES,NO,surface water
CA1300556,MULBERRY UNION SCHOOL,NTNC,IMPERIAL  ,85,NO,YES,YES,NO,surface water
CA1300560,PINE UNION SCHOOL,NTNC,IMPERIAL  ,217,NO,YES,YES,NO,surface water
CA1300561,RED HILL MARINA,NC,IMPERIAL  ,30,NO,YES,YES,NO,surface water
CA1300571,UC DESERT RESEARCH AND EXTENSION CENTER,NTNC,IMPERIAL  ,27,NO,YES,YES,NO,surface water
CA1300572,VALLEY MOBILE HOME PARK,C,IMPERIAL  ,70,NO,YES,YES,NO,surface water
CA1300575,DATE GARDENS MOBILE HOME PARK,C,IMPERIAL  ,101,NO,YES,YES,NO,surface water
CA1300579,MCCABE UNION SCHOOL,NTNC,IMPERIAL  ,2642,NO,YES,YES,NO,surface water
CA1300614,WIEST LAKE,NC,IMPERIAL  ,30,NO,YES,YES,NO,surface water
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,C,IMPERIAL  ,630,NO,YES,YES,NO,surface water
CA1300628,IMPERIAL LAKES INC.,C,IMPERIAL  ,40,NO,YES,YES,NO,surface water
CA1300635,CALENERGY (ADMINISTRATIVE),NTNC,IMPERIAL  ,85,NO,YES,YES,NO,surface water
CA1300637,CALENERGY (SALTON SEA UNIT NO III),NTNC,IMPERIAL  ,85,NO,YES,YES,NO,surface water
CA1300638,CALENERGY (VULCAN POWER PLANT),NTNC,IMPERIAL  ,175,NO,YES,YES,NO,surface water
CA1300642,CALENERGY (ENG. & TECH.),NTNC,IMPERIAL  ,53,NO,YES,YES,NO,surface water
CA1300644,SPRECKELS SUGAR COMPANY,NTNC,IMPERIAL  ,300,NO,YES,YES,NO,surface water
CA1300652,IID NORTH END CONSOLIDATION,NTNC,IMPERIAL  ,30,NO,YES,YES,NO,surface water
CA1300653,BORNT & SONS INC.,NTNC,IMPERIAL  ,30,NO,YES,YES,NO,surface water
CA1300655,OLD EUCALYPTUS SCHOOLHOUSE,NC,IMPERIAL  ,200,NO,YES,YES,NO,surface water
CA1300661,CALVARY CHAPEL CHURCH,NTNC,IMPERIAL  ,40,NO,YES,YES,NO,surface water
CA1300668,ALLIED WASTE OF IMPERIAL VALLEY,NTNC,IMPERIAL  ,45,NO,YES,YES,NO,surface water
CA1300669,LA VALLE SABBIA INC.,NTNC,IMPERIAL  ,60,NO,YES,YES,NO,surface water
CA1300676,"EARTHRISE NUTRITIONALS, LLC",NTNC,IMPERIAL  ,50,NO,YES,YES,NO,surface water
CA1300679,HUDSON RANCH POWER I LLC,NTNC,IMPERIAL  ,39,NO,YES,YES,NO,surface water
CA1300685,BRANDT CATTLE,NTNC,IMPERIAL  ,50,NO,YES,YES,NO,surface water
CA1310001,"BRAWLEY, CITY OF",C,IMPERIAL  ,26928,NO,YES,YES,NO,surface water
CA1310002,"CALEXICO, CITY OF",C,IMPERIAL  ,40357,NO,YES,YES,NO,surface water
CA1310003,GSWC - CALIPATRIA,C,IMPERIAL  ,7412,NO,YES,YES,NO,surface water
CA1310004,"EL CENTRO, CITY OF",C,IMPERIAL  ,44158,NO,YES,YES,NO,surface water
CA1310005,"HOLTVILLE, CITY OF",C,IMPERIAL  ,6355,NO,YES,YES,NO,surface water
CA1310006,"IMPERIAL, CITY OF",C,IMPERIAL  ,21347,NO,YES,YES,NO,surface water
CA1310007,HEBER PUBLIC UTILITY DISTRICT,C,IMPERIAL  ,6979,NO,YES,YES,NO,surface water
CA1310008,"WESTMORLAND, CITY OF",C,IMPERIAL  ,2202,NO,YES,YES,NO,surface water
CA1310013,SEELEY CWD,C,IMPERIAL  ,1729,NO,YES,YES,NO,surface water
CA1310016,GSA CALEXICO PORT OF ENTRY,NTNC,IMPERIAL  ,300,NO,YES,YES,NO,surface water
CA1310019,DHS CALEXICO,NTNC,IMPERIAL  ,330,NO,YES,YES,NO,surface water
CA1310301,HEBER DUNES - SVRA,NC,IMPERIAL  ,25,NO,YES,YES,NO,surface water
CA1310302,SONNY BONO SALTON SEA WILDLIFE REFUGE,NC,IMPERIAL  ,78,NO,YES,YES,NO,surface water
CA1310700,NAF EL CENTRO,C,IMPERIAL  ,1944,NO,YES,YES,NO,surface water
CA1310801,CENTINELA STATE PRISON,C,IMPERIAL  ,3800,NO,YES,YES,NO,surface water
CA1400009,PARCHER'S RESORT,NC,INYO  ,68,NO,YES,YES,NO,surface water
CA1400035,LAKE SABRINA BOAT LANDING,NC,INYO  ,35,NO,YES,YES,NO,surface water
CA1400044,PANAMINT SPRINGS RESORT,NC,INYO  ,218,NO,YES,YES,NO,surface water
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,C,INYO  ,40,NO,YES,YES,NO,surface water
CA1400155,CONTROL GORGE POWER PLANT,C,INYO  ,32,NO,YES,YES,NO,surface water
CA1400527,KEELER YARD LADWP,NTNC,INYO  ,66,NO,YES,YES,NO,surface water
CA1502418,INDIAN WELLS LODGE,NC,KERN  ,47,NO,YES,YES,NO,surface water
CA1502759,WP&A - LOST HILLS WATER SYSTEM,NTNC,KERN  ,1850,NO,YES,YES,NO,surface water
CA1503275,WP&A - KING WATER SYSTEM,NTNC,KERN  ,457,NO,YES,YES,NO,surface water
CA1503341,TEJON CASTAC WD - I5 & LAVAL RD,NTNC,KERN  ,59074,NO,YES,YES,YES,surface water
CA1503663,WONDERFUL HULLING & SHELLING WS,NTNC,KERN  ,80,NO,YES,YES,NO,surface water
CA1510003,CWS - BAKERSFIELD,C,KERN  ,266213,MAYBE,YES,YES,YES,groundwater dominant
CA1510018,ROSAMOND CSD,C,KERN  ,17516,NO,YES,YES,YES,groundwater
CA1510031,"BAKERSFIELD, CITY OF",C,KERN  ,156770,YES,YES,YES,YES,groundwater
CA1510033,CWS - KERNVILLE,C,KERN  ,2602,NO,YES,YES,YES,groundwater
CA1510040,KERN COUNTY WATER AGENCY,C,KERN  ,0,NO,YES,YES,NO,surface water
CA1510055,CWS - NORTH GARDEN,C,KERN  ,22620,MAYBE,YES,YES,YES,balanced portfolio
CA1510300,CSP - RED ROCK CANYON,NC,KERN  ,404,NO,YES,YES,NO,surface water
CA1600023,AZCAL MANAGEMENT CO,C,KINGS  ,73,NO,YES,YES,NO,surface water
CA1600303,KEENAN FARMS INC.,NTNC,KINGS  ,174,NO,YES,YES,NO,surface water
CA1610002,"AVENAL, CITY OF",C,KINGS  ,13819,NO,YES,YES,NO,surface water
CA1610009,KETTLEMAN CITY CSD,C,KINGS  ,1136,NO,YES,YES,NO,surface water
CA1610700,LEMOORE NAVAL AIR STATION,C,KINGS  ,14000,NO,YES,YES,NO,surface water
CA1700511,HARBIN HOT SPRINGS,NTNC,LAKE  ,170,NO,YES,YES,NO,surface water
CA1700546,CLEAR WATER MUTUAL WATER COMPANY,C,LAKE  ,252,NO,YES,YES,NO,surface water
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,C,LAKE  ,550,NO,YES,YES,NO,surface water
CA1700584,WESTWIND MOBILE HOME PARK,C,LAKE  ,104,NO,YES,YES,NO,surface water
CA1700597,LAKE PILLSBURY RANCH WATER COMPANY,NC,LAKE  ,54,NO,YES,YES,NO,surface water
CA1700599,LAKE PILLSBURY RESORT & MARINA INC,NC,LAKE  ,150,NO,YES,YES,NO,surface water
CA1700603,RICHMOND PARK RESORT,NC,LAKE  ,34,NO,YES,YES,NO,surface water
CA1700609,LAZY S MOBILE RANCH,C,LAKE  ,73,NO,YES,YES,NO,surface water
CA1700716,LANGTRY FARMS,NC,LAKE  ,41,NO,YES,YES,YES,surface water
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,C,LAKE  ,2359,NO,YES,YES,NO,surface water
CA1710002,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,C,LAKE  ,4617,NO,YES,YES,NO,surface water
CA1710003,HIGHLANDS MUTUAL WATER COMPANY,C,LAKE  ,9510,NO,YES,YES,NO,surface water
CA1710004,"LAKEPORT, CITY OF",C,LAKE  ,4762,NO,YES,YES,YES,groundwater
CA1710005,LUCERNE WATER CO. - CAL WATER SERVICE,C,LAKE  ,2174,NO,YES,YES,NO,surface water
CA1710006,KONOCTI COUNTY WATER DISTRICT,C,LAKE  ,5928,NO,YES,YES,NO,surface water
CA1710008,NICE MUTUAL WATER COMPANY,C,LAKE  ,2731,NO,YES,YES,NO,surface water
CA1710011,BUCKINGHAM PARK WATER DISTRICT,C,LAKE  ,1508,NO,YES,YES,NO,surface water
CA1710014,MT. KONOCTI MUTUAL WATER COMPANY,C,LAKE  ,4360,NO,YES,YES,NO,surface water
CA1710016,KONOCTI HARBOR RESORT,NC,LAKE  ,59,NO,YES,YES,NO,surface water
CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,C,LAKE  ,1601,NO,YES,YES,NO,surface water
CA1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,C,LAKE  ,4145,NO,YES,YES,NO,surface water
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,C,LAKE  ,2003,NO,YES,YES,NO,surface water
CA1810002,WESTWOOD C.S.D.,C,LASSEN  ,1662,NO,YES,YES,NO,surface water
CA1900007,CALIFORNIA CONSERVATION CAMP #14,C,LOS ANGELES  ,107,NO,YES,YES,NO,surface water
CA1900011,CAMP SCOTT AND SCUDDER,NTNC,LOS ANGELES  ,275,NO,YES,YES,NO,surface water
CA1900089,CAMPS MUNZ AND MENDENHALL,NTNC,LOS ANGELES  ,125,NO,YES,YES,NO,surface water
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",C,LOS ANGELES  ,44,NO,YES,YES,NO,surface water
CA1900555,"LOS ANGELES, CITY OF - POWER PLANT #1",C,LOS ANGELES  ,29,NO,YES,YES,NO,surface water
CA1900764,HENNINGER FLATS,NC,LOS ANGELES  ,53,NO,YES,YES,NO,surface water
CA1900901,FIRE SUPPRESSION CAMP #19,C,LOS ANGELES  ,125,NO,YES,YES,NO,surface water
CA1900904,ACTON CONSERVATION CAMP #11,NTNC,LOS ANGELES  ,90,NO,YES,YES,NO,surface water
CA1900937,USFS-PYRAMID LAKE S-14,NC,LOS ANGELES  ,30,NO,YES,YES,NO,surface water
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,C,LOS ANGELES  ,4096,NO,YES,YES,YES,groundwater
CA1910007,AZUSA LIGHT AND WATER,C,LOS ANGELES  ,110044,NO,YES,YES,YES,groundwater
CA1910041,THREE VALLEYS MWD,C,LOS ANGELES  ,0,MAYBE,YES,YES,YES,surface water dominant
CA1910045,ANTELOPE VALLEY EAST KERN WATER AGENCY,C,LOS ANGELES  ,0,MAYBE,YES,YES,YES,groundwater dominant
CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,C,LOS ANGELES  ,0,NO,YES,YES,YES,surface water
CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,C,LOS ANGELES  ,1790,NO,YES,YES,YES,surface water
CA1910063,LINCOLN AVENUE WATER CO.,C,LOS ANGELES  ,16126,MAYBE,YES,YES,YES,groundwater dominant
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",C,LOS ANGELES  ,3868811,MAYBE,YES,YES,YES,purchased water dominant
CA1910079,"LYNWOOD-CITY, WATER DEPT.",C,LOS ANGELES  ,66967,NO,YES,YES,YES,groundwater
CA1910087,METROPOLITAN WATER DIST. OF SO. CAL.,C,LOS ANGELES  ,0,NO,YES,YES,NO,surface water
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",C,LOS ANGELES  ,55200,YES,NO,YES,YES,groundwater
CA1910102,PALMDALE WATER DIST.,C,LOS ANGELES  ,126994,NO,YES,YES,YES,surface water
CA1910126,"POMONA - CITY, WATER DEPT.",C,LOS ANGELES  ,151713,MAYBE,YES,YES,YES,groundwater dominant
CA1910128,COVINA IRRIGATING CO.,C,LOS ANGELES  ,0,NO,YES,YES,YES,surface water
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,C,LOS ANGELES  ,9600,MAYBE,YES,YES,YES,groundwater dominant
CA1910225,LAS VIRGENES MWD,C,LOS ANGELES  ,72602,MAYBE,YES,YES,MAYBE,purchased water dominant
CA1910303,ANTELOPE VALLEY POPPY RESERVE STATE PARK,NC,LOS ANGELES  ,25007,NO,YES,YES,NO,surface water
